station_name;station_no;ts_id;ts_name;parametertype_name;stationparameter_name;from;to
Snow - Blakeney;MVCA32;54552042;140.Sample 01;Snow, Depth;SD;2015-03-30 09:10:00;2023-03-30 07:41:47
Snow - Blakeney;MVCA32;54553042;141.Sample 02;Snow, Depth;SD;2015-03-30 09:10:00;2023-03-30 07:41:47
Snow - Blakeney;MVCA32;54554042;142.Sample 03;Snow, Depth;SD;2015-03-30 09:10:00;2023-03-30 07:41:47
Snow - Blakeney;MVCA32;54555042;143.Sample 04;Snow, Depth;SD;2015-03-30 09:10:00;2023-03-30 07:41:47
Snow - Blakeney;MVCA32;54556042;144.Sample 05;Snow, Depth;SD;2015-03-30 09:10:00;2023-03-30 07:41:47
Snow - Blakeney;MVCA32;54557042;145.Sample 06;Snow, Depth;SD;2015-03-30 09:10:00;2023-03-30 07:41:47
Snow - Blakeney;MVCA32;54558042;146.Sample 07;Snow, Depth;SD;2015-03-30 09:10:00;2023-03-30 07:41:47
Snow - Blakeney;MVCA32;54559042;147.Sample 08;Snow, Depth;SD;2015-03-30 09:10:00;2023-03-30 07:41:47
Snow - Blakeney;MVCA32;54560042;148.Sample 09;Snow, Depth;SD;2015-03-30 09:10:00;2023-03-30 07:41:47
Snow - Blakeney;MVCA32;54561042;149.Sample 10;Snow, Depth;SD;2015-03-30 09:10:00;2023-03-30 07:41:47
Snow - Ardoch;MVCA31;54737042;101.Original;Snow, Depth;SD;1981-12-01 00:00:00;2023-04-12 07:11:33
Snow - Ardoch;MVCA31;54738042;102.Edited;Snow, Depth;SD;1981-12-01 00:00:00;2023-04-12 07:11:33
Snow - Blakeney;MVCA32;54743042;101.Original;Snow, Depth;SD;1976-01-15 00:00:00;2023-03-30 07:41:47
Snow - Blakeney;MVCA32;54744042;102.Edited;Snow, Depth;SD;1976-01-15 00:00:00;2023-03-30 07:41:47
Snow - Bon Echo;MVCA33;54748042;101.Original;Snow, Depth;SD;1981-12-01 00:00:00;2023-03-30 09:03:11
Snow - Bon Echo;MVCA33;54749042;102.Edited;Snow, Depth;SD;1981-12-01 00:00:00;2023-03-30 09:03:11
Snow - Brightside01;MVCA34;54754042;101.Original;Snow, Depth;SD;1976-01-15 00:00:00;2023-04-12 09:58:35
Snow - Brightside01;MVCA34;54755042;102.Edited;Snow, Depth;SD;1976-01-15 00:00:00;2023-04-12 09:58:35
Snow - Brightside02;MVCA35;54760042;101.Original;Snow, Depth;SD;1976-01-15 00:00:00;2016-03-15 00:00:00
Snow - Brightside02;MVCA35;54761042;102.Edited;Snow, Depth;SD;1976-01-15 00:00:00;2016-03-15 00:00:00
Snow - Buckshot Lake;MVCA36;54766042;101.Original;Snow, Depth;SD;1985-12-01 00:00:00;2023-04-12 08:22:43
Snow - Buckshot Lake;MVCA36;54767042;102.Edited;Snow, Depth;SD;1985-12-01 00:00:00;2023-04-12 08:22:43
Snow - Canonto Lake;MVCA37;54772042;101.Original;Snow, Depth;SD;1986-12-01 00:00:00;2023-04-12 09:00:31
Snow - Canonto Lake;MVCA37;54773042;102.Edited;Snow, Depth;SD;1986-12-01 00:00:00;2023-04-12 09:00:31
Snow - Fallbrook;MVCA38;54778042;101.Original;Snow, Depth;SD;1986-12-01 00:00:00;2023-03-30 10:13:23
Snow - Fallbrook;MVCA38;54779042;102.Edited;Snow, Depth;SD;1986-12-01 00:00:00;2023-03-30 10:13:23
Snow - Gordon Rapids;MVCA39;54784042;101.Original;Snow, Depth;SD;1985-12-01 00:00:00;2023-04-12 09:38:22
Snow - Gordon Rapids;MVCA39;54785042;102.Edited;Snow, Depth;SD;1985-12-01 00:00:00;2023-04-12 09:38:22
Snow - Innisville;MVCA40;54790042;101.Original;Snow, Depth;SD;1976-01-15 00:00:00;2023-04-12 05:57:35
Snow - Innisville;MVCA40;54791042;102.Edited;Snow, Depth;SD;1976-01-15 00:00:00;2023-04-12 05:57:35
Snow - Kinburn;MVCA41;54796042;101.Original;Snow, Depth;SD;1981-12-01 00:00:00;2023-03-30 08:18:18
Snow - Kinburn;MVCA41;54797042;102.Edited;Snow, Depth;SD;1981-12-01 00:00:00;2023-03-30 08:18:18
Snow - Lavant;MVCA42;54802042;101.Original;Snow, Depth;SD;1986-12-01 00:00:00;2023-04-12 09:17:51
Snow - Lavant;MVCA42;54803042;102.Edited;Snow, Depth;SD;1986-12-01 00:00:00;2023-04-12 09:17:51
Snow - Maberley;MVCA43;54808042;101.Original;Snow, Depth;SD;1976-01-15 00:00:00;2023-04-12 06:32:04
Snow - Maberley;MVCA43;54809042;102.Edited;Snow, Depth;SD;1976-01-15 00:00:00;2023-04-12 06:32:04
Snow - Mackavoy Lake;MVCA44;54814042;101.Original;Snow, Depth;SD;1986-12-01 00:00:00;2023-04-12 10:42:17
Snow - Mackavoy Lake;MVCA44;54815042;102.Edited;Snow, Depth;SD;1986-12-01 00:00:00;2023-04-12 10:42:17
Snow - Snow Road;MVCA45;54820042;101.Original;Snow, Depth;SD;1981-12-01 00:00:00;2023-04-12 05:56:46
Snow - Snow Road;MVCA45;54821042;102.Edited;Snow, Depth;SD;1981-12-01 00:00:00;2023-04-12 05:56:46
Snow - Stittsville;MVCA46;54826042;101.Original;Snow, Depth;SD;2012-01-05 00:00:00;2023-03-30 08:55:51
Snow - Stittsville;MVCA46;54827042;102.Edited;Snow, Depth;SD;2012-01-05 00:00:00;2023-03-30 08:55:51
Snow - High Falls;MVCA47;54832042;101.Original;Snow, Depth;SD;2016-12-16 00:00:00;2023-03-30 10:45:32
Snow - High Falls;MVCA47;54833042;102.Edited;Snow, Depth;SD;2016-12-16 00:00:00;2023-03-30 10:45:32
Snow - Ardoch;MVCA31;54839042;140.Sample 01;Snow, Depth;SD;2018-12-17 11:05:55;2023-04-12 07:11:33
Snow - Ardoch;MVCA31;54840042;141.Sample 02;Snow, Depth;SD;2018-12-17 11:05:55;2023-03-30 08:16:07
Snow - Ardoch;MVCA31;54841042;142.Sample 03;Snow, Depth;SD;2018-12-17 11:05:55;2023-03-30 08:16:07
Snow - Ardoch;MVCA31;54842042;143.Sample 04;Snow, Depth;SD;2018-12-17 11:05:55;2023-03-30 08:16:07
Snow - Ardoch;MVCA31;54843042;144.Sample 05;Snow, Depth;SD;2018-12-17 11:05:55;2023-03-30 08:16:07
Snow - Ardoch;MVCA31;54844042;145.Sample 06;Snow, Depth;SD;2018-12-17 11:05:55;2023-03-30 08:16:07
Snow - Ardoch;MVCA31;54845042;146.Sample 07;Snow, Depth;SD;2018-12-17 11:05:55;2023-03-30 08:16:07
Snow - Ardoch;MVCA31;54846042;147.Sample 08;Snow, Depth;SD;2018-12-17 11:05:55;2023-03-30 08:16:07
Snow - Ardoch;MVCA31;54847042;1.4.9.0.Sample 09;Snow, Depth;SD;2018-12-17 11:05:55;2023-03-30 08:16:07
Snow - Ardoch;MVCA31;54848042;1.4.10.0.Sample 10;Snow, Depth;SD;2018-12-17 11:05:55;2023-03-30 08:16:07
Snow - Bon Echo;MVCA33;54859042;140.Sample 01;Snow, Depth;SD;2018-12-17 12:04:46;2023-03-30 09:03:11
Snow - Bon Echo;MVCA33;54860042;141.Sample 02;Snow, Depth;SD;2018-12-17 12:04:46;2023-03-30 09:03:11
Snow - Bon Echo;MVCA33;54861042;142.Sample 03;Snow, Depth;SD;2018-12-17 12:04:46;2023-03-30 09:03:11
Snow - Bon Echo;MVCA33;54862042;143.Sample 04;Snow, Depth;SD;2018-12-17 12:04:46;2023-03-30 09:03:11
Snow - Bon Echo;MVCA33;54863042;144.Sample 05;Snow, Depth;SD;2018-12-17 12:04:46;2023-03-30 09:03:11
Snow - Bon Echo;MVCA33;54864042;145.Sample 06;Snow, Depth;SD;2018-12-17 12:04:46;2023-03-30 09:03:11
Snow - Bon Echo;MVCA33;54865042;146.Sample 07;Snow, Depth;SD;2018-12-17 12:04:46;2023-03-30 09:03:11
Snow - Bon Echo;MVCA33;54866042;147.Sample 08;Snow, Depth;SD;2018-12-17 12:04:46;2023-03-30 09:03:11
Snow - Bon Echo;MVCA33;54867042;148.Sample 09;Snow, Depth;SD;2018-12-17 12:04:46;2023-03-30 09:03:11
Snow - Bon Echo;MVCA33;54868042;149.Sample 10;Snow, Depth;SD;2018-12-17 12:04:46;2023-03-30 09:03:11
Snow - Brightside01;MVCA34;54879042;140.Sample 01;Snow, Depth;SD;2018-12-17 16:32:06;2023-04-12 09:58:35
Snow - Brightside01;MVCA34;54880042;141.Sample 02;Snow, Depth;SD;2018-12-17 16:32:06;2023-04-12 09:58:35
Snow - Brightside01;MVCA34;54881042;142.Sample 03;Snow, Depth;SD;2018-12-17 16:32:06;2023-04-12 09:58:35
Snow - Brightside01;MVCA34;54882042;143.Sample 04;Snow, Depth;SD;2018-12-17 16:32:06;2023-04-12 09:58:35
Snow - Brightside01;MVCA34;54883042;144.Sample 05;Snow, Depth;SD;2018-12-17 16:32:06;2023-04-12 09:58:35
Snow - Brightside01;MVCA34;54884042;145.Sample 06;Snow, Depth;SD;2018-12-17 16:32:06;2023-04-12 09:58:35
Snow - Brightside01;MVCA34;54885042;146.Sample 07;Snow, Depth;SD;2018-12-17 16:32:06;2023-04-12 09:58:35
Snow - Brightside01;MVCA34;54886042;147.Sample 08;Snow, Depth;SD;2018-12-17 16:32:06;2023-04-12 09:58:35
Snow - Brightside01;MVCA34;54887042;148.Sample 09;Snow, Depth;SD;2018-12-17 16:32:06;2023-04-12 09:58:35
Snow - Brightside01;MVCA34;54888042;149.Sample 10;Snow, Depth;SD;2018-12-17 16:32:06;2023-04-12 09:58:35
Snow - Brightside02;MVCA35;54899042;140.Sample 01;Snow, Depth;SD;;
Snow - Brightside02;MVCA35;54900042;141.Sample 02;Snow, Depth;SD;;
Snow - Brightside02;MVCA35;54901042;142.Sample 03;Snow, Depth;SD;;
Snow - Brightside02;MVCA35;54902042;143.Sample 04;Snow, Depth;SD;;
Snow - Brightside02;MVCA35;54903042;144.Sample 05;Snow, Depth;SD;;
Snow - Brightside02;MVCA35;54904042;145.Sample 06;Snow, Depth;SD;;
Snow - Brightside02;MVCA35;54905042;146.Sample 07;Snow, Depth;SD;;
Snow - Brightside02;MVCA35;54906042;147.Sample 08;Snow, Depth;SD;;
Snow - Brightside02;MVCA35;54907042;148.Sample 09;Snow, Depth;SD;;
Snow - Brightside02;MVCA35;54908042;149.Sample 10;Snow, Depth;SD;;
Snow - Buckshot Lake;MVCA36;54919042;140.Sample 01;Snow, Depth;SD;2018-12-17 13:33:42;2023-04-12 08:22:43
Snow - Buckshot Lake;MVCA36;54920042;141.Sample 02;Snow, Depth;SD;2018-12-17 13:33:42;2023-04-12 08:22:43
Snow - Buckshot Lake;MVCA36;54921042;142.Sample 03;Snow, Depth;SD;2018-12-17 13:33:42;2023-04-12 08:22:43
Snow - Buckshot Lake;MVCA36;54922042;143.Sample 04;Snow, Depth;SD;2018-12-17 13:33:42;2023-04-12 08:22:43
Snow - Buckshot Lake;MVCA36;54923042;144.Sample 05;Snow, Depth;SD;2018-12-17 13:33:42;2023-04-12 08:22:43
Snow - Buckshot Lake;MVCA36;54924042;145.Sample 06;Snow, Depth;SD;2018-12-17 13:33:42;2023-04-12 08:22:43
Snow - Buckshot Lake;MVCA36;54925042;146.Sample 07;Snow, Depth;SD;2018-12-17 13:33:42;2023-04-12 08:22:43
Snow - Buckshot Lake;MVCA36;54926042;147.Sample 08;Snow, Depth;SD;2018-12-17 13:33:42;2023-04-12 08:22:43
Snow - Buckshot Lake;MVCA36;54927042;148.Sample 09;Snow, Depth;SD;2018-12-17 13:33:42;2023-04-12 08:22:43
Snow - Buckshot Lake;MVCA36;54928042;149.Sample 10;Snow, Depth;SD;2018-12-17 13:33:42;2023-04-12 08:22:43
Snow - Canonto Lake;MVCA37;54939042;140.Sample 01;Snow, Depth;SD;2018-12-17 14:47:01;2023-04-12 09:00:31
Snow - Canonto Lake;MVCA37;54940042;141.Sample 02;Snow, Depth;SD;2018-12-17 14:47:01;2023-03-30 10:54:15
Snow - Canonto Lake;MVCA37;54941042;142.Sample 03;Snow, Depth;SD;2018-12-17 14:47:01;2023-03-30 10:54:15
Snow - Canonto Lake;MVCA37;54942042;143.Sample 04;Snow, Depth;SD;2018-12-17 14:47:01;2023-03-30 10:54:15
Snow - Canonto Lake;MVCA37;54943042;144.Sample 05;Snow, Depth;SD;2018-12-17 14:47:01;2023-03-30 10:54:15
Snow - Canonto Lake;MVCA37;54944042;145.Sample 06;Snow, Depth;SD;2018-12-17 14:47:01;2023-03-30 10:54:15
Snow - Canonto Lake;MVCA37;54945042;146.Sample 07;Snow, Depth;SD;2018-12-17 14:47:01;2023-03-30 10:54:15
Snow - Canonto Lake;MVCA37;54946042;147.Sample 08;Snow, Depth;SD;2018-12-17 14:47:01;2023-03-30 10:54:15
Snow - Canonto Lake;MVCA37;54947042;148.Sample 09;Snow, Depth;SD;2018-12-17 14:47:01;2023-03-30 10:54:15
Snow - Canonto Lake;MVCA37;54948042;149.Sample 10;Snow, Depth;SD;2018-12-17 14:47:01;2023-03-30 10:54:15
Snow - Fallbrook;MVCA38;54959042;140.Sample 01;Snow, Depth;SD;2018-12-17 11:57:16;2023-03-30 10:13:23
Snow - Fallbrook;MVCA38;54960042;141.Sample 02;Snow, Depth;SD;2018-12-17 11:57:16;2023-03-30 10:13:23
Snow - Fallbrook;MVCA38;54961042;142.Sample 03;Snow, Depth;SD;2018-12-17 11:57:16;2023-03-30 10:13:23
Snow - Fallbrook;MVCA38;54962042;143.Sample 04;Snow, Depth;SD;2018-12-17 11:57:16;2023-03-30 10:13:23
Snow - Fallbrook;MVCA38;54963042;144.Sample 05;Snow, Depth;SD;2018-12-17 11:57:16;2023-03-30 10:13:23
Snow - Fallbrook;MVCA38;54964042;145.Sample 06;Snow, Depth;SD;2018-12-17 11:57:16;2023-03-30 10:13:23
Snow - Fallbrook;MVCA38;54965042;146.Sample 07;Snow, Depth;SD;2018-12-17 11:57:16;2023-03-30 10:13:23
Snow - Fallbrook;MVCA38;54966042;147.Sample 08;Snow, Depth;SD;2018-12-17 11:57:16;2023-03-30 10:13:23
Snow - Fallbrook;MVCA38;54967042;148.Sample 09;Snow, Depth;SD;2018-12-17 11:57:16;2023-03-30 10:13:23
Snow - Fallbrook;MVCA38;54968042;149.Sample 10;Snow, Depth;SD;2018-12-17 11:57:16;2023-03-30 10:13:23
Snow - Gordon Rapids;MVCA39;54979042;140.Sample 01;Snow, Depth;SD;2018-12-17 15:59:30;2023-04-12 09:38:22
Snow - Gordon Rapids;MVCA39;54980042;141.Sample 02;Snow, Depth;SD;2018-12-17 15:59:30;2023-04-12 09:38:22
Snow - Gordon Rapids;MVCA39;54981042;142.Sample 03;Snow, Depth;SD;2018-12-17 15:59:30;2023-04-12 09:38:22
Snow - Gordon Rapids;MVCA39;54982042;143.Sample 04;Snow, Depth;SD;2018-12-17 15:59:30;2023-04-12 09:38:22
Snow - Gordon Rapids;MVCA39;54983042;144.Sample 05;Snow, Depth;SD;2018-12-17 15:59:30;2023-04-12 09:38:22
Snow - Gordon Rapids;MVCA39;54984042;145.Sample 06;Snow, Depth;SD;2018-12-17 15:59:30;2023-04-12 09:38:22
Snow - Gordon Rapids;MVCA39;54985042;146.Sample 07;Snow, Depth;SD;2018-12-17 15:59:30;2023-04-12 09:38:22
Snow - Gordon Rapids;MVCA39;54986042;147.Sample 08;Snow, Depth;SD;2018-12-17 15:59:30;2023-04-12 09:38:22
Snow - Gordon Rapids;MVCA39;54987042;148.Sample 09;Snow, Depth;SD;2018-12-17 15:59:30;2023-04-12 09:38:22
Snow - Gordon Rapids;MVCA39;54988042;149.Sample 10;Snow, Depth;SD;2018-12-17 15:59:30;2023-04-12 09:38:22
Snow - Innisville;MVCA40;54999042;140.Sample 01;Snow, Depth;SD;2018-12-17 14:15:25;2023-04-12 05:57:35
Snow - Innisville;MVCA40;55000042;141.Sample 02;Snow, Depth;SD;2018-12-17 14:15:25;2023-03-30 09:39:57
Snow - Innisville;MVCA40;55001042;142.Sample 03;Snow, Depth;SD;2018-12-17 14:15:25;2023-03-30 09:39:57
Snow - Innisville;MVCA40;55002042;143.Sample 04;Snow, Depth;SD;2018-12-17 14:15:25;2023-03-30 09:39:57
Snow - Innisville;MVCA40;55003042;144.Sample 05;Snow, Depth;SD;2018-12-17 14:15:25;2023-03-30 09:39:57
Snow - Innisville;MVCA40;55004042;145.Sample 06;Snow, Depth;SD;2018-12-17 14:15:25;2023-03-30 09:39:57
Snow - Innisville;MVCA40;55005042;146.Sample 07;Snow, Depth;SD;2018-12-17 14:15:25;2023-03-30 09:39:57
Snow - Innisville;MVCA40;55006042;147.Sample 08;Snow, Depth;SD;2018-12-17 14:15:25;2023-03-30 09:39:57
Snow - Innisville;MVCA40;55007042;148.Sample 09;Snow, Depth;SD;2018-12-17 14:15:25;2023-03-30 09:39:57
Snow - Innisville;MVCA40;55008042;149.Sample 10;Snow, Depth;SD;2018-12-17 14:15:25;2023-03-30 09:39:57
Snow - Kinburn;MVCA41;55019042;140.Sample 01;Snow, Depth;SD;2018-12-17 11:07:42;2023-03-30 08:18:18
Snow - Kinburn;MVCA41;55020042;141.Sample 02;Snow, Depth;SD;2018-12-17 11:07:42;2023-03-30 08:18:18
Snow - Kinburn;MVCA41;55021042;142.Sample 03;Snow, Depth;SD;2018-12-17 11:07:42;2023-03-30 08:18:18
Snow - Kinburn;MVCA41;55022042;143.Sample 04;Snow, Depth;SD;2018-12-17 11:07:42;2023-03-30 08:18:18
Snow - Kinburn;MVCA41;55023042;144.Sample 05;Snow, Depth;SD;2018-12-17 11:07:42;2023-03-30 08:18:18
Snow - Kinburn;MVCA41;55024042;145.Sample 06;Snow, Depth;SD;2018-12-17 11:07:42;2023-03-30 08:18:18
Snow - Kinburn;MVCA41;55025042;146.Sample 07;Snow, Depth;SD;2018-12-17 11:07:42;2023-03-30 08:18:18
Snow - Kinburn;MVCA41;55026042;147.Sample 08;Snow, Depth;SD;2018-12-17 11:07:42;2023-03-30 08:18:18
Snow - Kinburn;MVCA41;55027042;148.Sample 09;Snow, Depth;SD;2018-12-17 11:07:42;2023-03-30 08:18:18
Snow - Kinburn;MVCA41;55028042;149.Sample 10;Snow, Depth;SD;2018-12-17 11:07:42;2023-03-30 08:18:18
Snow - Lavant;MVCA42;55039042;140.Sample 01;Snow, Depth;SD;2018-12-17 13:32:46;2023-04-12 09:17:51
Snow - Lavant;MVCA42;55040042;141.Sample 02;Snow, Depth;SD;2018-12-17 13:32:46;2023-03-30 11:51:50
Snow - Lavant;MVCA42;55041042;142.Sample 03;Snow, Depth;SD;2018-12-17 13:32:46;2023-03-30 11:51:50
Snow - Lavant;MVCA42;55042042;143.Sample 04;Snow, Depth;SD;2018-12-17 13:32:46;2023-03-30 11:51:50
Snow - Lavant;MVCA42;55043042;144.Sample 05;Snow, Depth;SD;2018-12-17 13:32:46;2023-03-30 11:51:50
Snow - Lavant;MVCA42;55044042;145.Sample 06;Snow, Depth;SD;2018-12-17 13:32:46;2023-03-30 11:51:50
Snow - Lavant;MVCA42;55045042;146.Sample 07;Snow, Depth;SD;2018-12-17 13:32:46;2023-03-30 11:51:50
Snow - Lavant;MVCA42;55046042;147.Sample 08;Snow, Depth;SD;2018-12-17 13:32:46;2023-03-30 11:51:50
Snow - Lavant;MVCA42;55047042;148.Sample 09;Snow, Depth;SD;2018-12-17 13:32:46;2023-03-30 11:51:50
Snow - Lavant;MVCA42;55048042;149.Sample 10;Snow, Depth;SD;2018-12-17 13:32:46;2023-03-30 11:51:50
Snow - Maberley;MVCA43;55059042;140.Sample 01;Snow, Depth;SD;2018-12-17 09:36:12;2023-04-12 06:32:04
Snow - Maberley;MVCA43;55060042;141.Sample 02;Snow, Depth;SD;2018-12-17 09:36:12;2023-04-12 06:32:04
Snow - Maberley;MVCA43;55061042;142.Sample 03;Snow, Depth;SD;2018-12-17 09:36:12;2023-04-12 06:32:04
Snow - Maberley;MVCA43;55062042;143.Sample 04;Snow, Depth;SD;2018-12-17 09:36:12;2023-04-12 06:32:04
Snow - Maberley;MVCA43;55063042;144.Sample 05;Snow, Depth;SD;2018-12-17 09:36:12;2023-04-12 06:32:04
Snow - Maberley;MVCA43;55064042;145.Sample 06;Snow, Depth;SD;2018-12-17 09:36:12;2023-04-12 06:32:04
Snow - Maberley;MVCA43;55065042;146.Sample 07;Snow, Depth;SD;2018-12-17 09:36:12;2023-04-12 06:32:04
Snow - Maberley;MVCA43;55066042;147.Sample 08;Snow, Depth;SD;2018-12-17 09:36:12;2023-04-12 06:32:04
Snow - Maberley;MVCA43;55067042;148.Sample 09;Snow, Depth;SD;2018-12-17 09:36:12;2023-04-12 06:32:04
Snow - Maberley;MVCA43;55068042;149.Sample 10;Snow, Depth;SD;2018-12-17 09:36:12;2023-04-12 06:32:04
Snow - Mackavoy Lake;MVCA44;55079042;140.Sample 01;Snow, Depth;SD;2018-12-17 12:48:16;2023-04-12 10:42:17
Snow - Mackavoy Lake;MVCA44;55080042;141.Sample 02;Snow, Depth;SD;2018-12-17 12:48:16;2023-04-12 10:42:17
Snow - Mackavoy Lake;MVCA44;55081042;142.Sample 03;Snow, Depth;SD;2018-12-17 12:48:16;2023-04-12 10:42:17
Snow - Mackavoy Lake;MVCA44;55082042;143.Sample 04;Snow, Depth;SD;2018-12-17 12:48:16;2023-04-12 10:42:17
Snow - Mackavoy Lake;MVCA44;55083042;144.Sample 05;Snow, Depth;SD;2018-12-17 12:48:16;2023-04-12 10:42:17
Snow - Mackavoy Lake;MVCA44;55084042;145.Sample 06;Snow, Depth;SD;2018-12-17 12:48:16;2023-04-12 10:42:17
Snow - Mackavoy Lake;MVCA44;55085042;146.Sample 07;Snow, Depth;SD;2018-12-17 12:48:16;2023-04-12 10:42:17
Snow - Mackavoy Lake;MVCA44;55086042;147.Sample 08;Snow, Depth;SD;2018-12-17 12:48:16;2023-04-12 10:42:17
Snow - Mackavoy Lake;MVCA44;55087042;148.Sample 09;Snow, Depth;SD;2018-12-17 12:48:16;2023-04-12 10:42:17
Snow - Mackavoy Lake;MVCA44;55088042;149.Sample 10;Snow, Depth;SD;2018-12-17 12:48:16;2023-04-12 10:42:17
Snow - Snow Road;MVCA45;55099042;140.Sample 01;Snow, Depth;SD;2018-12-17 12:46:58;2023-04-12 05:56:46
Snow - Snow Road;MVCA45;55100042;141.Sample 02;Snow, Depth;SD;2018-12-17 12:46:58;2023-03-30 11:12:49
Snow - Snow Road;MVCA45;55101042;142.Sample 03;Snow, Depth;SD;2018-12-17 12:46:58;2023-03-30 11:12:49
Snow - Snow Road;MVCA45;55102042;143.Sample 04;Snow, Depth;SD;2018-12-17 12:46:58;2023-03-30 11:12:49
Snow - Snow Road;MVCA45;55103042;144.Sample 05;Snow, Depth;SD;2018-12-17 12:46:58;2023-03-30 11:12:49
Snow - Snow Road;MVCA45;55104042;145.Sample 06;Snow, Depth;SD;2018-12-17 12:46:58;2023-03-30 11:12:49
Snow - Snow Road;MVCA45;55105042;146.Sample 07;Snow, Depth;SD;2018-12-17 12:46:58;2023-03-30 11:12:49
Snow - Snow Road;MVCA45;55106042;147.Sample 08;Snow, Depth;SD;2018-12-17 12:46:58;2023-03-30 11:12:49
Snow - Snow Road;MVCA45;55107042;148.Sample 09;Snow, Depth;SD;2018-12-17 12:46:58;2023-03-30 11:12:49
Snow - Snow Road;MVCA45;55108042;149.Sample 10;Snow, Depth;SD;2018-12-17 12:46:58;2023-03-30 11:12:49
Snow - Stittsville;MVCA46;55119042;140.Sample 01;Snow, Depth;SD;2018-12-17 13:23:04;2023-03-30 08:55:51
Snow - Stittsville;MVCA46;55120042;141.Sample 02;Snow, Depth;SD;2018-12-17 13:23:04;2023-03-30 08:55:51
Snow - Stittsville;MVCA46;55121042;142.Sample 03;Snow, Depth;SD;2018-12-17 13:23:04;2023-03-30 08:55:51
Snow - Stittsville;MVCA46;55122042;143.Sample 04;Snow, Depth;SD;2018-12-17 13:23:04;2023-03-30 08:55:51
Snow - Stittsville;MVCA46;55123042;144.Sample 05;Snow, Depth;SD;2018-12-17 13:23:04;2023-03-30 08:55:51
Snow - Stittsville;MVCA46;55124042;145.Sample 06;Snow, Depth;SD;2018-12-17 13:23:04;2023-03-30 08:55:51
Snow - Stittsville;MVCA46;55125042;146.Sample 07;Snow, Depth;SD;2018-12-17 13:23:04;2023-03-30 08:55:51
Snow - Stittsville;MVCA46;55126042;147.Sample 08;Snow, Depth;SD;2018-12-17 13:23:04;2023-03-30 08:55:51
Snow - Stittsville;MVCA46;55127042;148.Sample 09;Snow, Depth;SD;2018-12-17 13:23:04;2023-03-30 08:55:51
Snow - Stittsville;MVCA46;55128042;149.Sample 10;Snow, Depth;SD;2018-12-17 13:23:04;2023-03-30 08:55:51
Snow - High Falls;MVCA47;55139042;140.Sample 01;Snow, Depth;SD;2018-12-17 10:45:41;2023-03-30 10:45:32
Snow - High Falls;MVCA47;55140042;141.Sample 02;Snow, Depth;SD;2018-12-17 10:45:41;2023-03-30 10:45:32
Snow - High Falls;MVCA47;55141042;142.Sample 03;Snow, Depth;SD;2018-12-17 10:45:41;2023-03-30 10:45:32
Snow - High Falls;MVCA47;55142042;143.Sample 04;Snow, Depth;SD;2018-12-17 10:45:41;2023-03-30 10:45:32
Snow - High Falls;MVCA47;55143042;144.Sample 05;Snow, Depth;SD;2018-12-17 10:45:41;2023-03-30 10:45:32
Snow - High Falls;MVCA47;55144042;145.Sample 06;Snow, Depth;SD;2018-12-17 10:45:41;2023-03-30 10:45:32
Snow - High Falls;MVCA47;55145042;146.Sample 07;Snow, Depth;SD;2018-12-17 10:45:41;2023-03-30 10:45:32
Snow - High Falls;MVCA47;55146042;147.Sample 08;Snow, Depth;SD;2018-12-17 10:45:41;2023-03-30 10:45:32
Snow - High Falls;MVCA47;55147042;148.Sample 09;Snow, Depth;SD;2018-12-17 10:45:41;2023-03-30 10:45:32
Snow - High Falls;MVCA47;55148042;149.Sample 10;Snow, Depth;SD;2018-12-17 10:45:41;2023-03-30 10:45:32
Gauge - Plevna Weather;CLIM-MNR-PLE;80818042;101.Original;Wind Speed-System Parameter;UG;2016-09-15 19:00:00;2024-01-11 09:00:00
Gauge - Ashton Weather;CLIM-MTO-ER02;80875042;101.Original;Wind Speed-System Parameter;UG;2021-07-04 16:01:00;2024-01-11 09:01:00
Gauge - Maberly Weather;CLIM-MTO-ER27;80880042;101.Original;Wind Speed-System Parameter;UG;2021-06-22 13:11:00;2024-01-11 09:01:00
Ice - Mississippi Lake;MVCA55;80935042;101.Original;Snow, Depth;SD;;
Ice - Mississippi Lake;MVCA55;80936042;102.Editable;Snow, Depth;SD;;
Ice - Mazinaw Lake;MVCA54;80937042;101.Original;Snow, Depth;SD;;
Ice - Mazinaw Lake;MVCA54;80938042;102.Editable;Snow, Depth;SD;;
Ice - Silver Lake;MVCA56;80939042;101.Original;Snow, Depth;SD;;
Ice - Silver Lake;MVCA56;80940042;102.Editable;Snow, Depth;SD;;
W260 - Buckshot;W260;35967042;01.Original_LEV_Files;Groundwater Level;GWLVL;2003-02-13 13:00:00;2017-04-19 13:00:00
W260 - Buckshot;W260;35968042;02.Original_PGMIS_Corrected;Groundwater Level;GWLVL;;
W260 - Buckshot;W260;35969042;04.Edited_PGMIS_Corrected;Groundwater Level;GWLVL;;
W260 - Buckshot;W260;35970042;03.Edited_LEV_Files;Groundwater Level;GWLVL;2003-02-13 13:00:00;2017-04-19 13:00:00
W260 - Buckshot;W260;35971042;05.Original_Manual_Static_Levels;Groundwater Level;GWLVL;;
W260 - Buckshot;W260;35972042;DEM_Corrected_PGMIS;Groundwater Level;GWLVL;;
W260 - Buckshot;W260;35973042;DEM_Manual_Levels;Groundwater Level;GWLVL;;
